AsyncLoadingScreen|Loading
ST_ArenaConfigurations|LocandEnterNexusGate
ST_MissionModifierStrings|DifficultyValue5
ST_MissionModifierStrings|DifficultyValue2
ST_MissionModifierStrings|DifficultyValue3
ST_MissionModifierStrings|DifficultyValue1
ST_MissionModifierStrings|DifficultyValue4
ST_MissionModifierStrings|DifficultyValue6
ST_PMUI_BootUpFlow|BootUpFlow_EpilepsyWarning
ST_PMUI_BootUpFlow|BootUpFlow_ButtonAction_Accept
ST_PMUI_BootUpFlow|BootUpFlow_ButtonAction_Back
ST_PMUI_BootUpFlow|BootUpFlow_Warning
ST_PMUI_BootUpFlow|BootUpFlow_ButtonAction_Continue
ST_PMUI_BootUpFlow|BootUpFlow_ButtonAction_Decline
ST_PMUI_BootUpFlow|BootUpFlow_EULA_Header
ST_PMUI_BootUpFlow|BootUpFlow_AgreementSummary_Body
ST_PMUI_BootUpFlow|BootUpFlow_Dialog_Decline_Body
ST_PMUI_BootUpFlow|BootUpFlow_SaveWarning
ST_PMUI_BootUpFlow|BootUpFlow_PressAnyKeyMKB
ST_PMUI_BootUpFlow|BootUpFlow_PressAnyKeyController
ST_PMUI_BootUpFlow|BootUpFlow_PrivacyHeader
ST_PMUI_BootUpFlow|BootUpFlow_AgreementSummary_Header
ST_PMUI_BootUpFlow|BootUpFlow_ContentWarning
ST_PMUI_BootUpFlow|BootUpFlow_AutosaveIndicatorBody
ST_PMUI_BootUpFlow|BootUpFlow_ButtonAction_ViewAgreements
ST_PMUI_BootUpFlow|BootUpFlow_AutosaveIndicatorHeader
ST_PMUI_BootUpFlow|BootUpFlow_Header_Warning
ST_PMUI_BootUpFlow|BootUpFlow_Warning_Generic
ST_PMUI_BootUpFlow|BootUpFlow_Dialog_Decline_Header
ST_PMUI_SocialManagementStrings|ButtonLabel_AcceptFriendInvite
ST_PMUI_SocialManagementStrings|ButtonLabel_AcceptGameInvite
ST_PMUI_SocialManagementStrings|ButtonLabel_AddFriend
ST_PMUI_SocialManagementStrings|ButtonLabel_AddFriends
ST_PMUI_SocialManagementStrings|SocialPage_EmptyFriends
ST_PMUI_SocialManagementStrings|ButtonLabel_AddYetiFriend
ST_PMUI_SocialManagementStrings|Presence_Away
ST_PMUI_SocialManagementStrings|ButtonLabel_Back
ST_PMUI_SocialManagementStrings|Presence_Status_Banned
ST_PMUI_SocialManagementStrings|ButtonLabel_Block
ST_PMUI_SocialManagementStrings|Presence_Busy
ST_PMUI_SocialManagementStrings|ButtonLabel_Cancel
ST_PMUI_SocialManagementStrings|ButtonLabel_EnterCode
ST_PMUI_SocialManagementStrings|SessionCode_CodeDescription
ST_PMUI_SocialManagementStrings|SocialPage_Codes_Desc
ST_PMUI_SocialManagementStrings|ButtonLabel_FriendRequests
ST_PMUI_SocialManagementStrings|FriendsTab
ST_PMUI_SocialManagementStrings|SocialPage_SocialManagement_Name
ST_PMUI_SocialManagementStrings|FriendsList_OnlineCount
ST_PMUI_SocialManagementStrings|SocialPage_GameSession_Name
ST_PMUI_SocialManagementStrings|ButtonLabel_HostGame
ST_PMUI_SocialManagementStrings|SessionCode_NoCodeAvailable
ST_PMUI_SocialManagementStrings|SocialPage_Inbox_Name
ST_PMUI_SocialManagementStrings|SocialPage_Inbox_Desc
ST_PMUI_SocialManagementStrings|Presence_Status_InviteReceived
ST_PMUI_SocialManagementStrings|Invite_Sent
ST_PMUI_SocialManagementStrings|Presence_Status_InviteSent
ST_PMUI_SocialManagementStrings|Buttonlabel_SubmitCode
ST_PMUI_SocialManagementStrings|ButtonLabel_JoinSession
ST_PMUI_SocialManagementStrings|SocialPage_EmptyParty
ST_PMUI_SocialManagementStrings|ButtonLabel_Kick
ST_PMUI_SocialManagementStrings|LastOnline
ST_PMUI_SocialManagementStrings|ButtonLabel_LeaveParty
ST_PMUI_SocialManagementStrings|SocialPage_SocialManagement_Desc
ST_PMUI_SocialManagementStrings|ButtonLabel_Mute
ST_PMUI_SocialManagementStrings|SocialNotification_Invites
ST_PMUI_SocialManagementStrings|SocialPage_EmptyInvites
ST_PMUI_SocialManagementStrings|Presence_FriendOffline
ST_PMUI_SocialManagementStrings|Online
ST_PMUI_SocialManagementStrings|Presence_FriendOnline
ST_PMUI_SocialManagementStrings|ButtonLabel_Options
ST_PMUI_SocialManagementStrings|PartyTab
ST_PMUI_SocialManagementStrings|ButtonLabel_QuickMatch
ST_PMUI_SocialManagementStrings|RecentPlayedWithTab
ST_PMUI_SocialManagementStrings|ButtonLabel_Refresh
ST_PMUI_SocialManagementStrings|ButtonLabel_RejectFriendInvite
ST_PMUI_SocialManagementStrings|Buttonlabel_RejectGameInvite
ST_PMUI_SocialManagementStrings|ButtonLabel_SendInvite
ST_PMUI_SocialManagementStrings|SocialPage_Codes_Name
ST_PMUI_SocialManagementStrings|SocialPage_GameSession_Desc
ST_PMUI_SocialManagementStrings|SocialPage_Party_Name
ST_PMUI_SocialManagementStrings|SocialPage_Party_Desc
ST_PMUI_SocialManagementStrings|ButtonLabel_Unblock
ST_PMUI_SocialManagementStrings|ButtonLabel_RemoveFriend
ST_PMUI_SocialManagementStrings|ButtonLabel_Unmute
ST_PMUI_SocialManagementStrings|ButtonLabel_ViewPlayerProfile
ST_YetiActivityMessages|AchievementWriteFailed_Short
ST_YetiActivityMessages|InvalidPlayerContext_Long
ST_YetiActivityMessages|AchievementDetailsQueryFailed_Short
ST_YetiActivityMessages|AchievementDetailsQueryFailed_Long
ST_YetiActivityMessages|AchievementsQueryFailed_Short
ST_YetiActivityMessages|AchievementsQueryFailed_Long
ST_YetiActivityMessages|LeaderboardReadFailed_Short
ST_YetiActivityMessages|StatsQueryFailed_Short
ST_YetiActivityMessages|LeaderboardReadFailed_Long
ST_YetiActivityMessages|StatsQueryFailed_Long
ST_YetiActivityMessages|FriendsListUnavailable_Long
ST_YetiActivityMessages|FriendsListUnavailable_Short
ST_YetiActivityMessages|InvalidPlayerContext_Short
ST_YetiActivityMessages|OnlineSubsystemUnavailable_Long
ST_YetiActivityMessages|OnlineSubsystemUnavailable_Short
ST_YetiActivityMessages|WriteLeaderboardFailed_Short
ST_YetiActivityMessages|OnlineInterfaceUnavailable_Short
ST_YetiActivityMessages|InvalidLocalUserId_Short
ST_YetiActivityMessages|InvalidLocalUserId_Long
ST_YetiActivityMessages|StatUpdateFailed_Short
ST_YetiActivityMessages|OnlineInterfaceUnavailable_Long
ST_YetiActivityMessages|AchievementWriteFailed_Long
ST_YetiActivityMessages|WriteLeaderboardFailed_Long
ST_YetiActivityMessages|StatUpdateFailed_Long
ST_YetiAuthMessages|MonsterAccountConfigMissing_Long
ST_YetiAuthMessages|MonsterAccountConfigMissing_Short
ST_YetiAuthMessages|PlatformPremiumSubscriptionRequired_Long
ST_YetiAuthMessages|MonsterAccountJwtDecodeFailed_Short
ST_YetiAuthMessages|EOSConnectLoginStartFailed_Short
ST_YetiAuthMessages|NakamaLoginFailed_Short
ST_YetiAuthMessages|MonsterAccountCreateFailed_Short
ST_YetiAuthMessages|MonsterAccountSessionRequestFailed_Short
ST_YetiAuthMessages|EOSConnectLoginFailed_Short
ST_YetiAuthMessages|PlatformCredentialsUnavailable_Short
ST_YetiAuthMessages|AsyncActionContextInvalid_Short
ST_YetiAuthMessages|MonsterAccountTokenResolveFailed_Short
ST_YetiAuthMessages|MissingProductUserId_Short
ST_YetiAuthMessages|CrossplayMisconfigured_Short
ST_YetiAuthMessages|NakamaPrerequisiteNotMet_Short
ST_YetiAuthMessages|MonsterAccountPlatformNotAuthenticated_Short
ST_YetiAuthMessages|NetworkConnectionLost_Short
ST_YetiAuthMessages|MonsterAccountDoesNotExist_Short
ST_YetiAuthMessages|MonsterAccountDoesNotExist_Long
ST_YetiAuthMessages|CrossplayMisconfigured_Long
ST_YetiAuthMessages|EOSIdentityUnavailable_Long
ST_YetiAuthMessages|EOSSubsystemUnavailable_Long
ST_YetiAuthMessages|EOSIdentityUnavailable_Short
ST_YetiAuthMessages|EOSSubsystemUnavailable_Short
ST_YetiAuthMessages|NakamaPrerequisiteNotMet_Long
ST_YetiAuthMessages|MonsterAccountPlatformNotAuthenticated_Long
ST_YetiAuthMessages|UserRegistryUnavailable_Short
ST_YetiAuthMessages|UserNotRegistered_Short
ST_YetiAuthMessages|AsyncActionContextInvalid_Long
ST_YetiAuthMessages|UserRegistryUnavailable_Long
ST_YetiAuthMessages|AutoCrossconnectNotLoggedIn_Short
ST_YetiAuthMessages|AutoCrossconnectNotLoggedIn_Long
ST_YetiAuthMessages|PlatformPremiumSubscriptionRequired_Short
ST_YetiAuthMessages|MonsterAccountSessionUnexpectedResponse_Long
ST_YetiAuthMessages|MonsterAccountSessionUnexpectedResponse_Short
ST_YetiAuthMessages|MonsterAccountJwtDecodeFailed_Long
ST_YetiAuthMessages|NakamaLoginFailed_Long
ST_YetiAuthMessages|EOSConnectLoginStartFailed_Long
ST_YetiAuthMessages|MonsterAccountCreateFailed_Long
ST_YetiAuthMessages|UserNotRegistered_Long
ST_YetiAuthMessages|MonsterAccountSessionRequestFailed_Long
ST_YetiAuthMessages|EOSConnectLoginFailed_Long
ST_YetiAuthMessages|PlatformCredentialsUnavailable_Long
ST_YetiAuthMessages|MonsterAccountTokenResolveFailed_Long
ST_YetiAuthMessages|MissingProductUserId_Long
ST_YetiAuthMessages|OfflineModeEngaged_Long
ST_YetiAuthMessages|OfflineModeEngaged_Short
ST_YetiAuthMessages|NetworkConnectionLost_Long
ST_YetiEntitleMentMessages|Yeti.Error.Entitlements.AuthTokenMissing_Short
ST_YetiEntitleMentMessages|Yeti.Error.Entitlements.AuthTokenMissing_Long
ST_YetiEntitleMentMessages|EntitlementNotFound_Short
ST_YetiEntitleMentMessages|AddRejected_Short
ST_YetiEntitleMentMessages|NotConfigured_Long
ST_YetiEntitleMentMessages|NotConfigured_Short
ST_YetiEntitleMentMessages|AddFailed_Short
ST_YetiEntitleMentMessages|QueryFailed_Short
ST_YetiEntitleMentMessages|QueryFailed_Long
ST_YetiEntitleMentMessages|QueryResponseParseFailed_Short
ST_YetiEntitleMentMessages|QueryResponseParseFailed_Long
ST_YetiEntitleMentMessages|AddRequestStartFailed_Short
ST_YetiEntitleMentMessages|AddRequestStartFailed_Long
ST_YetiEntitleMentMessages|QueryRequestStartFailed_Short
ST_YetiEntitleMentMessages|QueryRequestStartFailed_Long
ST_YetiEntitleMentMessages|AuthTokenMissing_Long
ST_YetiEntitleMentMessages|UserRegistryUnavailable_Short
ST_YetiEntitleMentMessages|AuthTokenMissing_Short
ST_YetiEntitleMentMessages|AuthUnavailable_Long
ST_YetiEntitleMentMessages|AuthUnavailable_Short
ST_YetiEntitleMentMessages|ParseEntryInvalid_Short
ST_YetiEntitleMentMessages|ParseEntryInvalid_Long
ST_YetiEntitleMentMessages|WorldContextInvalid_Short
ST_YetiEntitleMentMessages|WorldContextInvalid_Long
ST_YetiEntitleMentMessages|AddRejected_Long
ST_YetiEntitleMentMessages|AddFailed_Long
ST_YetiEntitleMentMessages|EntitlementNotFound_Long
ST_YetiEntitleMentMessages|UserRegistryUnavailable_Long
ST_YetiErrorDialogHeaders|Header_Entitlements
ST_YetiErrorDialogHeaders|Header_Storage
ST_YetiErrorDialogHeaders|Header_Multiplayer
ST_YetiErrorDialogHeaders|Header_Activitities
ST_YetiErrorDialogHeaders|Header_LocalStorage
ST_YetiErrorDialogHeaders|Header_Auth
ST_YetiErrorDialogHeaders|Header_Social
ST_YetiMultiplayerMessages|JoinAlreadyInProgress_Long
ST_YetiMultiplayerMessages|InvalidUserId_Short
ST_YetiMultiplayerMessages|AsyncPreflightFailed_Short
ST_YetiMultiplayerMessages|NetworkFailure_Short
ST_YetiMultiplayerMessages|OnSessionJoinedSubsystemLost_Short
ST_YetiMultiplayerMessages|SetJoinabilityFailed_Short
ST_YetiMultiplayerMessages|SetJoinabilityFailed_Long
ST_YetiMultiplayerMessages|TravelConnectStringFailed_Short
ST_YetiMultiplayerMessages|JoinNoEOSIdentity_Short
ST_YetiMultiplayerMessages|JoinNoEOSIdentity_Long
ST_YetiMultiplayerMessages|TravelConnectStringFailed_Long
ST_YetiMultiplayerMessages|VoiceLobbyJoinFailed_Short
ST_YetiMultiplayerMessages|VoiceLobbyJoinFailed_Long
ST_YetiMultiplayerMessages|MatchmakingSessionCreateFailed_Long
ST_YetiMultiplayerMessages|MatchmakingSessionCreateFailed_Short
ST_YetiMultiplayerMessages|CreateSessionFailed_Short
ST_YetiMultiplayerMessages|CreateSessionFailed_Long
ST_YetiMultiplayerMessages|MatchmakingAllJoinsFailed_Short
ST_YetiMultiplayerMessages|MatchmakingAllJoinsFailed_Long
ST_YetiMultiplayerMessages|InviteJoinFailed_Short
ST_YetiMultiplayerMessages|InviteJoinFailed_Long
ST_YetiMultiplayerMessages|JoinSessionFailed_Long
ST_YetiMultiplayerMessages|KickFailed_Short
ST_YetiMultiplayerMessages|KickFailed_Long
ST_YetiMultiplayerMessages|LeaveNoWorld_Short
ST_YetiMultiplayerMessages|LeaveNoReturnMap_Long
ST_YetiMultiplayerMessages|LeaveNoWorld_Long
ST_YetiMultiplayerMessages|SearchFailed_Long
ST_YetiMultiplayerMessages|SearchFailed_Short
ST_YetiMultiplayerMessages|CreateSessionNullConfig_Long
ST_YetiMultiplayerMessages|StartSessionFailed_Short
ST_YetiMultiplayerMessages|StartSessionFailed_Long
ST_YetiMultiplayerMessages|AsyncPreflightFailed_Long
ST_YetiMultiplayerMessages|TravelNoWorld_Short
ST_YetiMultiplayerMessages|TravelNoWorld_Long
ST_YetiMultiplayerMessages|VoiceStartCallFailed_Short
ST_YetiMultiplayerMessages|VoiceStartCallFailed_Long
ST_YetiMultiplayerMessages|RefreshHostNameFailed_Short
ST_YetiMultiplayerMessages|PublishMemberInfoFailed_Short
ST_YetiMultiplayerMessages|RefreshHostNameFailed_Long
ST_YetiMultiplayerMessages|PublishMemberInfoFailed_Long
ST_YetiMultiplayerMessages|IdentityInterfaceInvalid_Short
ST_YetiMultiplayerMessages|IdentityInterfaceInvalid_Long
ST_YetiMultiplayerMessages|JoinCrossplayDisabled_Short
ST_YetiMultiplayerMessages|EmptySessionId_Short
ST_YetiMultiplayerMessages|JoinRejectedNotJoinable_Short
ST_YetiMultiplayerMessages|HostDisconnected_Short
ST_YetiMultiplayerMessages|InvalidLobbyCode_Short
ST_YetiMultiplayerMessages|CreateSessionInvalidConfig_Short
ST_YetiMultiplayerMessages|JoinAlreadyInProgress_Short
ST_YetiMultiplayerMessages|LeaveAlreadyInProgress_Short
ST_YetiMultiplayerMessages|LeaveTravelTimeout_Long
ST_YetiMultiplayerMessages|LeaveTravelTimeout_Short
ST_YetiMultiplayerMessages|InvalidLobbyCode_Long
ST_YetiMultiplayerMessages|JoinRejectedLobbyFull_Short
ST_YetiMultiplayerMessages|OnSessionJoinedSubsystemLost_Long
ST_YetiMultiplayerMessages|NetworkFailure_Long
ST_YetiMultiplayerMessages|MatchmakingInternalError_Long
ST_YetiMultiplayerMessages|MatchmakingInternalError_Short
ST_YetiMultiplayerMessages|MatchmakingNetworkError_Short
ST_YetiMultiplayerMessages|MatchmakingTimeout_Short
ST_YetiMultiplayerMessages|MatchmakingTimeout_Long
ST_YetiMultiplayerMessages|MatchmakingNetworkError_Long
ST_YetiMultiplayerMessages|QuickPlayNoSessions_Short
ST_YetiMultiplayerMessages|QuickPlayNoSessions_Long
ST_YetiMultiplayerMessages|CreateSessionNoPlayer_Short
ST_YetiMultiplayerMessages|CreateSessionNoPlayer_Long
ST_YetiMultiplayerMessages|MatchmakingNoSessionsFound_Short
ST_YetiMultiplayerMessages|MatchmakingNoSessionsFound_Long
ST_YetiMultiplayerMessages|LeaveNoReturnMap_Short
ST_YetiMultiplayerMessages|JoinNoSessionSelected_Short
ST_YetiMultiplayerMessages|TravelNoPendingURL_Short
ST_YetiMultiplayerMessages|SessionByIdNotFound_Long
ST_YetiMultiplayerMessages|JoinNoSessionSelected_Long
ST_YetiMultiplayerMessages|CreateSessionNotAuthenticated_Short
ST_YetiMultiplayerMessages|SessionInterfaceInvalid_Long
ST_YetiMultiplayerMessages|OnlineSubsystemUnavailable_Long
ST_YetiMultiplayerMessages|SessionInterfaceInvalid_Short
ST_YetiMultiplayerMessages|OnlineSubsystemUnavailable_Short
ST_YetiMultiplayerMessages|EmptySessionId_Long
ST_YetiMultiplayerMessages|KickedFromSession_Short
ST_YetiMultiplayerMessages|SessionByIdNotFound_Short
ST_YetiMultiplayerMessages|CreateSessionNullConfig_Short
ST_YetiMultiplayerMessages|AttributeSessionNotFound_Short
ST_YetiMultiplayerMessages|VoiceAuthRequired_Short
ST_YetiMultiplayerMessages|VoiceAuthRequired_Long
ST_YetiMultiplayerMessages|AttributeSessionNotFound_Long
ST_YetiMultiplayerMessages|JoinRejectedLobbyFull_Long
ST_YetiMultiplayerMessages|HostDisconnected_Long
ST_YetiMultiplayerMessages|CreateSessionInvalidConfig_Long
ST_YetiMultiplayerMessages|TravelNoPendingURL_Long
ST_YetiMultiplayerMessages|JoinRejectedNotJoinable_Long
ST_YetiMultiplayerMessages|JoinCrossplayDisabled_Long
ST_YetiMultiplayerMessages|JoinSessionFailed_Short
ST_YetiMultiplayerMessages|VoiceAuthNotConfigured_Long
ST_YetiMultiplayerMessages|VoiceSubsystemUnavailable_Long
ST_YetiMultiplayerMessages|VoiceSubsystemUnavailable_Short
ST_YetiMultiplayerMessages|VoiceAuthNotConfigured_Short
ST_YetiMultiplayerMessages|LeaveAlreadyInProgress_Long
ST_YetiMultiplayerMessages|CreateSessionNotAuthenticated_Long
ST_YetiMultiplayerMessages|KickedFromSession_Long
ST_YetiMultiplayerMessages|InvalidUserId_Long
ST_YetiMultiplayerMessages|MemberJoined
ST_YetiMultiplayerMessages|MemberLeft
ST_YetiSocialMessages|PresenceParseFailed_Long
ST_YetiSocialMessages|SessionMemberUnresolved_Long
ST_YetiSocialMessages|DirectJoinDependencyUnavailable_Short
ST_YetiSocialMessages|DirectJoinDependencyUnavailable_Long
ST_YetiSocialMessages|OnlineSubsystemUnavailable_Long
ST_YetiSocialMessages|AvatarDownloadFailed_Long
ST_YetiSocialMessages|FriendsListReadFailed_Short
ST_YetiSocialMessages|AvatarDownloadFailed_Short
ST_YetiSocialMessages|FriendsListReadFailed_Long
ST_YetiSocialMessages|PresenceParseFailed_Short
ST_YetiSocialMessages|GetFriendsRequestFailed_Short
ST_YetiSocialMessages|GetFriendsRequestFailed_Long
ST_YetiSocialMessages|RemoveFriendRequestFailed_Short
ST_YetiSocialMessages|RemoveFriendRequestFailed_Long
ST_YetiSocialMessages|AddFriendRequestFailed_Short
ST_YetiSocialMessages|SendInviteFailed_Short
ST_YetiSocialMessages|SendInviteFailed_Long
ST_YetiSocialMessages|AddFriendRequestFailed_Long
ST_YetiSocialMessages|NakamaLoginFailed_Short
ST_YetiSocialMessages|NakamaLoginFailed_Long
ST_YetiSocialMessages|PresenceFetchFailed_Long
ST_YetiSocialMessages|PresenceFetchFailed_Short
ST_YetiSocialMessages|PresenceSyncFailed_Long
ST_YetiSocialMessages|PresenceSyncFailed_Short
ST_YetiSocialMessages|DirectJoinNotEosAuthed_Short
ST_YetiSocialMessages|SendInviteNoEosId_Short
ST_YetiSocialMessages|TargetFriendInvalid_Short
ST_YetiSocialMessages|FriendNotInRegistry_Short
ST_YetiSocialMessages|InvalidFriendIdentifier_Short
ST_YetiSocialMessages|DirectJoinNotJoinable_Short
ST_YetiSocialMessages|FriendRegistryUnavailable_Long
ST_YetiSocialMessages|FriendRegistryUnavailable_Short
ST_YetiSocialMessages|FriendsListPlayerControllerMissing_Long
ST_YetiSocialMessages|FriendsListPlayerControllerMissing_Short
ST_YetiSocialMessages|RegistryEmpty_Short
ST_YetiSocialMessages|FriendsInterfaceUnavailable_Short
ST_YetiSocialMessages|MissingNakamaId_Short
ST_YetiSocialMessages|OnlineSubsystemUnavailable_Short
ST_YetiSocialMessages|SessionMemberUnresolved_Short
ST_YetiSocialMessages|GetFriendsResponseParseFailed_Long
ST_YetiSocialMessages|NakamaNotAuthenticated_Short
ST_YetiSocialMessages|DirectJoinCrossplayMismatch_Short
ST_YetiSocialMessages|LocalUserMissing_Short
ST_YetiSocialMessages|AuthSubsystemUnavailable_Long
ST_YetiSocialMessages|UserRegistryUnavailable_Long
ST_YetiSocialMessages|AuthSubsystemUnavailable_Short
ST_YetiSocialMessages|UserRegistryUnavailable_Short
ST_YetiSocialMessages|NakamaNotAuthenticated_Long
ST_YetiSocialMessages|ConfigUnavailable_Long
ST_YetiSocialMessages|ConfigUnavailable_Short
ST_YetiSocialMessages|MonsterFriendNotInRegistry_Long
ST_YetiSocialMessages|MonsterFriendNotInRegistry_Short
ST_YetiSocialMessages|InvalidFriendIdentifier_Long
ST_YetiSocialMessages|FriendNotInRegistry_Long
ST_YetiSocialMessages|TargetFriendInvalid_Long
ST_YetiSocialMessages|SendInviteNoEosId_Long
ST_YetiSocialMessages|DirectJoinNotJoinable_Long
ST_YetiSocialMessages|DirectJoinCrossplayMismatch_Long
ST_YetiSocialMessages|MissingNakamaId_Long
ST_YetiSocialMessages|GetFriendsResponseParseFailed_Short
ST_YetiSocialMessages|DirectJoinNotEosAuthed_Long
ST_YetiSocialMessages|LocalUserMissing_Long
ST_YetiSocialMessages|RegistryEmpty_Long
ST_YetiSocialMessages|FriendsInterfaceUnavailable_Long
ST_YetiStorageMessages|LocalSaveConflict_Long
ST_YetiStorageMessages|RegistryUnavailable_Short
ST_YetiStorageMessages|SaveDeserializeFailed_Short
ST_YetiStorageMessages|CloudSavesDisabled_Long
ST_YetiStorageMessages|CloudSavesDisabled_Short
ST_YetiStorageMessages|MissingNakamaToken_Short
ST_YetiStorageMessages|SessionExpired_Short
ST_YetiStorageMessages|ConfigUnavailable_Long
ST_YetiStorageMessages|ConfigUnavailable_Short
ST_YetiStorageMessages|RequestSetupFailed_Long
ST_YetiStorageMessages|RequestSetupFailed_Short
ST_YetiStorageMessages|DeleteResponseInvalid_Short
ST_YetiStorageMessages|DeleteResponseInvalid_Long
ST_YetiStorageMessages|PayloadParseFailed_Short
ST_YetiStorageMessages|SaveSerializeFailed_Short
ST_YetiStorageMessages|DownloadResponseInvalid_Short
ST_YetiStorageMessages|DownloadResponseInvalid_Long
ST_YetiStorageMessages|LocalLoadFailed_Short
ST_YetiStorageMessages|LocalLoadFailed_Long
ST_YetiStorageMessages|LocalSlotWriteFailed_Short
ST_YetiStorageMessages|LocalSlotWriteFailed_Long
ST_YetiStorageMessages|CannotMakeNewSlotStorageFull_Long
ST_YetiStorageMessages|LocalSaveConflict_Short
ST_YetiStorageMessages|UserNotFound_Short
ST_YetiStorageMessages|UserNotFound_Long
ST_YetiStorageMessages|CannotMakeNewSlotStorageFull_Short
ST_YetiStorageMessages|RegistryUnavailable_Long
ST_YetiStorageMessages|AsyncContextUnavailable_Short
ST_YetiStorageMessages|UploadResponseInvalid_Short
ST_YetiStorageMessages|AuthSubsystemUnavailable_Long
ST_YetiStorageMessages|AuthSubsystemUnavailable_Short
ST_YetiStorageMessages|AsyncContextUnavailable_Long
ST_YetiStorageMessages|SaveDeserializeFailed_Long
ST_YetiStorageMessages|MissingNakamaToken_Long
ST_YetiStorageMessages|SessionExpired_Long
ST_YetiStorageMessages|PayloadParseFailed_Long
ST_YetiStorageMessages|SaveSerializeFailed_Long
ST_YetiStorageMessages|UploadResponseInvalid_Long
