namespace,key,en
,7934B3C04465D32D896FEB8D150B5B30,+10 Max Health
,7B1AAD2243F7F37272E25F8964B2CC8F,+10 Max Health
,BD3ACD5246726DF5341CB0BA2D3CC8EE,+10 Max Health
,F43CBAE64763F02A65A8B68372CFC2DD,+10 Max Health
,1D46729E456EFECD9EA8249920A64B53,+10% Damage vs Burning
,31CB47004128475C91FD71AF07892021,+2 Bag Slots Unlocked!
,9EF558A242B7331339A7AAA5A3DD8418,+2 Bag Slots Unlocked!
,CCE09F454E752344C468A4B4F2F03FCD,+2 Crushing Damage
,863100474A2E02BD8F450EAE3C13F13E,+2 Slashing Damage
,7906B4174D773749D855728EB17CF55D,+3 Fire Damage
,CEA2B82A4E61625C43DCD895D4342285,+3 Max Mana
,2FBCA3854BFF040708533C940EBA6972,+3 Max Stamina
,1AF90E0E49144FCBB9408F839CC36011,+4 Crushing Damage
,8851DFE241FF1628765E35A7CC79B6EE,+4 Slashing Damage
,F66F7786456FA51B4D8FBD97003024AB,+4 Slashing Damage
,FBD6326A4E043C80911752951D951DBE,+40 Fire Attack. Lasts for 30 Seconds.
,B4EEDF2E44C867CB0F082881B5EFB808,+5 Fire Damage
,98C0E29D4C66CFD1BBCF878D2C4BE478,+5 Max Health
,1B30AC4841A9461AAEAF88BE0C445969,+5 Max Mana
,65E70958416F49AE52E2B792B172BB74,+5 Max Mana
,B4FDEB5146B5DD8BDDB6BA9B155069BB,+5 Max Mana
,BE11FF674A597391DCF17C99F849100C,+5 Max Mana
,D23D2B9A408B23D4BE59898297221B3D,+5 Max Mana
,027F09CB49ED7593455AAB8F81740B74,+5 Max Stamina
,15389C88417012326D2E9C973B89BBAE,+5 Max Stamina
,8F9A804F466B2EF2B543E59E828015CC,+5 Max Stamina
,9D28C1DD4A8119B528A8B79E0EA3E55E,+7 Max Mana
,588D7EC54F712C37529834876FBC1C7E,+7 Max Stamina
,75B2699247E08323BD2585A8C3375FAA,+Consumable Max Carry
,B422ED384629C09BCD7067953861CCAF,+Consumable Max Carry
,08A290F742AB3B67210969BA237B0F37,+Throwable Max Carry
,4BB2D7AA4634A724F57B61A857680E37,+Throwable Max Carry
,31C41E90469876F2E1056A9997AB765F,-
,40A775C14F322B4FD8459C8DF9AAC2A8,-
,B00B95244F25CB39B40DCF9A265E904C,-
,D9C3DFA34FCDF8EF78A435BC0DC726F0,-
,DA7423C7406863EE3C35C5AF9D808042,-
,3ABD788C494EC4605A3A2E814C4D6CA1,- Restores health
,7BE34632437AFF4B85708DB0C9AE0CD6,- Restores mana
,DEAD4DA34A45C94C2EA1E2B05D6D0745,- the Knight Commander
,F8DD0AB4496E1E61E9B96CBB16C63B3A,- the Knight Commander
,097F290347E8B27E9C793BA560AFCC07,/
,1477EF8C44064EB79026C8AAB0892234,/
,1EBCD7B04923CC9C03E6CBADB3B67933,/
,23E726C64AF1FE341D2D0CAF554DAFD0,/
,81977A8B47EA5C3747238BAC80249010,/
,87A00E0845F0AA7DC721BBA55257585D,/
,91BB5B584E66C669A5C791AD96F8B242,/
,9F7B079A41ABE42A390C3EA2342CF129,/
,E71229FD4E03087980FC4BA6EC676485,/
,3C79E4524F872A20482B0F944E1901E0,/ 
,CB9612F2413887FF572689A6E6922A01,/4
,0711E04C4F0023E4369FC89369E61B30,0
,109D1B3E4D0354EC1E66BA8F5F1FEFA5,0
,114CEE9C462A0B534CE550AF9CBDDBB4,0
,25427D0E494F2D85E82AD08EAD7867E3,0
,2CEB73E846DCFB0C9FECE29A123EE332,0
,3087B39F4D51102A1B2A4AB20B9C216C,0
,336B1F0E4E8105DA2A9B51A4645B97E0,0
,33FA280B4CF4F591BC48F4B8793C49EA,0
,59C00F2B45EF81A97705B782275BF7AC,0
,5ADFE9A2457346A7B6406EBB9C5B2EA0,0
,657693C94FF2E382D67F07BF147E73F7,0
,6809AC934F6FA4CEF1EFFF9431D7EC3F,0
,8FA8B837494806C74D1A74AB5B6349B4,0
,8FBD0ADE43495EECBADDBF95050477E5,0
,96D856444706E20D3285539BA1642EF9,0
,9BE4860E4D6D368A7FF118B4C53E68EC,0
,A17B95354263BB107DA2D591DC09536E,0
,AC4F705D4A4EC30BC427678B1139EAB0,0
,AF1C0AE74FB1BD24FFA9DD89D7377EBB,0
,B031E7A64BB2C517D717B59CA593CC18,0
,B49A00EB4B8302B4DD38539DF1D633BC,0
,DAF802CC481CFE246FDACC872023471A,0
,E76B5D064C0789497D3D55B443144FF3,0
,E81DAA744D57B6330E63099BC1EA7E5E,0
,EAC9E18B4497CF11FDD461879A4768CB,0
,EE21A80B4F1959256B467092AB580058,0
,F4D5E12441C8A569BBB816A411E64854,0
,F55722D44ED707E384E75299BB41C9FE,0
,FB3D580D4760B074DC6E78B81DD8D612,0
,5779E49946FA026CCCE3C89D65960FF9,0%
,254FD8C3497F29A5DC43D3AC9D8067F9,0.0
,BC1E54E9433D69D2B0C11F8BF9E27A4F,0.0
,D125A4D341D91BC7CE53838BCFD69875,0.0
,7FBEB5BA4FB4EF86FB82C0A2E7D4C1E2,0/1
,388B1F794EB7C0C2A7B7659F3A4B72B7,00
,5688A6AB4375757696E2CFA16EA32E04,00
,593BED5344A8A30C403365838DD0A6A3,00
,7C1E01814610E8BA1E1B8DBB485B8022,00
,887B49EE47A6338838475897AB0C604D,00
,ACBC4DCB4ED920A8950F229201204241,00
,B4ABEF1E4C36156D0D3623B6CC63E2A0,00
,C2A0567844310C8B5D7AECAF59131845,00
,CF5065484330E57B92DD969AC28AC762,00
,E295DFBE466510AFFA2B968D17D6C8F8,00
,1F80FA694FF0DCAC1857D586D9976B97,"00,000"
,3757AEA949AC4302091D24A4DFDD3D56,000
,4B6E9FB34DA402A99CB8F0991B9CAF15,000
,6872527742D7AABAD347F8B639B1CA4C,000
,7A8C37BC4C29E5A32725F3965DFB240D,000
,801703384D751EADD530F0B995EB7C3B,000
,D10429A54A5C201034AC2692A567E766,000
,D7AAA5E34B5A6DF0BF17F9A7ABC3DA4D,000
,AE6FD14E48DEAA9C58B2D798C13A2021,00000
,93CF02DC457375CCF3F6C6AEE56A574F,0000000000000
,95C3315B40700102FBB5C0A4EF722902,00:00
,B26B6FD04B4EC83DB7680B811A67B21F,00:00
,CAD54B7645AEE654CFA176AC8490803D,00:00
,662678274966D7DCDBC4508EBF1C4F27,00:00:00 01/01/2000
,D995DA9D433C06F7A68971BF7F57839B,01
,425AF25748F625B3297DB2B0A92B1C64,0:{Duration}
,76E59E114FDE626823169882938CFCA3,1
,B3AEA464400307DCC1B9A1986A26C3C8,1
,C39836AA451C8A7A81822581EB14C3F2,1
,D8F479ED424EA15D25E6C683A3BF8D76,1
,FA148DBD428A1C74EA46248018B678F4,1
,F043191942351E68EB694E9CF4FF2716,1 / 6 Rewards Earned
,8BC80FAA46C955D0219CA2B2E5EB36D5,1/1
,3488A6994C201ADF9392ABB96B49508F,10
,3AF1575E4AEC1FE38EA07AA5EAF3162D,100
,3F4B00FB417DA6D826A349B1CC900A62,100
,48E05C6345FCF3D96A0572A4666B3559,100
,2651B8154D142727A56F98B13E5A6A0D,1000
,313170704EC6A21E29ADF5847A674EAD,123
,C64F674146DA15C6C92433A65149173C,123456
,B2BA13364A532D15F048DEBA701274A8,12:54
,FD6485EA4674514537664091DC33FCFB,12:54
,060EE80B47738AAB213F10AF312DBC76,13.05.2026
,2899FF1944D575055CDA7DBE7B9DFC29,13.05.2026
,72EEF7A44F2396FC22F092A1E5D7EE1E,13.05.2026
,6420197E4E353E8DEACCE4B30DEC1475,15
,48B8F90E4725F257D29237938533FA4F,2
,B0FD99A6441544DEE9EA0E887846351E,2
,B2D92B1A4948090548A70F810CED8D1A,2
,7FE48EB84EE674B6A4F62E84273A98DB,2 NEXUS GATES LEFT
,AE0315AF4E2D535EC282FEA45C50A8AD,20
,B7D4F4544D613DCB3DA0A8A6F643B6FE,20
,980C6E4E48BA3CCBD771FABC8B64F78A,22
,B7400CBA41A745FC89EAA4979F199ADC,28
,50D6162844BD484643608997F1557F74,29
,1F96DA1A4081D2C18A54DBA9B7B4C9C7,3
,5F1D49AE4C28413F13BD1D855ACCBFC4,3
,93A7CA2743BCAD61DDF4798F4EFF9A1B,3
,786AA76B429B87AC3E59BBB390AEFCB9,3.5
,D179721449558995F412B292B2701C12,3.5
,8FEC54AA4EFD00D3CFF9009A85A341CB,30
,ED17BF4A4CA76CF1AC2F7388DAC2FB9B,30 FPS
,0AD0D6C44907C3C0D2A866916AA597B4,4
,096D8C084D48F44E0345CEA2264364E5,4 / 5
,23E32B1F462FD247F6AE838B472B4A40,4 / 5
,02AD9A8B4B2B6CFC10EB5B84F1806EA0,40 / 50
,B7848B0946B2269DC62E95AF1C24914B,40 / 50
,2AEB1752478C5E29461AD3A6A3B3CDA4,40/80
,13AC222B494F345D3E521294D44749BF,47/50
,9141CD3647D30ABE0541F8B7DF966634,5
,58E409D14DBE8A430A5E06B56C9DE8CE,50
,DD12BC1B4A869A764CB48CAC15829736,50
,CDE72C9142F9D10B297EE6A6062F1B1C,500 purified souls
,FED1079947F30E12460B5BAF68873544,54.321
,B6A7A5DA4A115D9324522B8B648AF039,58h
,E4CA949D43D37A7CB8370989D5068251,58h
,B6E07D1A418ECCB62FF3C7813A79F6E5,6
,2AA8980C4F8141A9E36A5194AD5C8641,60 FPS
,DE7AF7014DCE8DE10114BABC78BAFE38,600
,EAF2E7C4463FCB8CB73A3F955D217F98,600
,5CAC8F8B4DEC26998DACAC93BECB0C65,9
,1F235A194D44ECE4717170A94EFC9CEF,99
,9D85997D44C2C225ADB5E5831DFD40A1,99
,9D8F1E53482A35C28311F6BFF6F5C027,999
,2D13C2EB470AC5450E185AB82F0C6489,:
,84F0263B453B564BCFB80E97777FBA77,<
,3CFC47E94140131B6C5C0E9F7CA01484,<Header>ANGEL POWERS</>
,8F4F30934971B07C783CFDBD7A089760,<Header>ANGEL POWERS</>
,DC5527C5448D22C5523F7D94A6782274,<Header>Angel Ascension</>
,D846FA9F4FB7F37E0263648D8593737D,<Header>Angel Sense</>
,7B286CCF45DCA361271E7F8530BA41B2,<Header>Angelic Grace</>
,F308281A4F9E5027945CD7BB1AE03C02,<Header>Angelic Grace</>
,0F1C7F37422BDDDAEF17D3B31DC97AEB,<Header>Backstab</>
,5BA9EBD348975768D5E8CB8B405E6FA6,<Header>Bag Slots</>
,8E2319AD48A71D00FA7A858C04F0E58F,<Header>Blacksmith</>
,8EF38FC44C1C43A6725E39A16A05FB0B,<Header>Blessed Weapons</>
,51903D2A41168DED08066DB9AE6E13ED,<Header>Blocking</>
,313EC7F54FFC455CCC38DE99A9700D07,<Header>Boon Sigils</>
,4F2644C64EE05FD83A5B50BB4C89E455,<Header>Bounty Quests</>
,77DC89FD40136FDFC022A4AB8C20774C,<Header>Co-Op Play</>
,0980B77B4F3C42300E27CE8FFC79C3BE,<Header>Collection</>
,6FB9434B47BF079F6E7844A52D3C03A8,<Header>Consumables and Throwables</>
,969D44DC448A7357731995B74C2C5FFA,<Header>Cost of Death</>
,D2A1EBFD4D45E4E7C16D56AF12992DAC,<Header>Difficulty Levels</>
,100469944D2DFCEC0F57CA9C7C1889C6,<Header>Dodge Frames</>
,DF4EDDA546E460B8C76CB6A6035A8FDF,<Header>Dodging</>
,D5AF9DA940E3831F14EE1391FAB79708,<Header>Downed</>
,731898DB4271464C0153048BF613DDA5,<Header>Enemy Block</>
,F71C1BDF46123D1C8CDAE28F1F7B90C2,<Header>Enemy Variants</>
,A27196CC4D6B86EE30E8EBA921ADFDDE,<Header>Evolving Paths</>
,C807CBAE4459F80282F1E8AD769BBC40,<Header>Gate Locked</>
,E4764533400816E04AB8E6AF922504E9,<Header>Gold and Souls</>
,06E5900C4E91E08E987D1C87C2913BD4,<Header>Hall of Valor</>
,2D48E1124D4734E5A120298EBAAC5439,<Header>Header</>
,873E7DDD4A93D44F1E4DFA8DAD2A676D,<Header>Header</>
,ABFEE87B4990D95C13CEA9A8C453B46A,<Header>Healing Flasks</>
,744A0C4142C262DD6E3180BFD67E4E54,<Header>Heavy Attack</>
,500D0BA74B77212C0BA086AE107E08F1,<Header>Jump</>
,9C2B1E8C4C4D382F29226C9418D8A6BC,<Header>Leveling Up</>
,DA7068A247BD73EC700A20861A6E65DE,<Header>Librarian</>
,49BEEC6540F82157696E738C57EDBF7B,<Header>Light Attack</>
,3C07DC1543BF12A27040F4B6A86A6437,<Header>Limited Lives and Weakened Nephilim</>
,CAD3C32F4976F4B7FD48BBBB00D3B21A,<Header>Loadout</>
,7F32895E4223508498FBF5A0AD29F29F,<Header>Lock On To Target</>
,538F57F4432BED551625A49EEF636553,<Header>Lore Library</>
,85DD749D49D79E9847479EBDDCA1AABC,<Header>Merchant</>
,5705AE464BD87A85727549996A598620,<Header>Move and Look</>
,A96CECDE454AF3A8A49F06BC6D481620,<Header>Multiplayer Unlocked!</>
,2651BDE84E4730D6B05543BC6C746FF7,<Header>Nexus Gate Objectives</>
,D06F68B84F84710D1F4DFA9430364CD1,<Header>Parry and Unblockable Attacks</>
,2545B95F4CE8C0E255B1E3B61F85EBC5,<Header>Parry</>
,6C7CCEC641160994FE8035AB151800B3,<Header>Purified Items</>
,4564896040880D63C2DB559FEF53330C,<Header>Quests</>
,4FC47EE640479E20F5A53D9A85EB0548,<Header>Sprint</>
,F6D6690140245A5858380B8D2454EFCE,<Header>Stamina Management</>
,0181ADCC452ED28676700DB509BCD7E0,<Header>Status Effects</>
,860020824D396F69030C35BF1517BACA,<Header>Swap Weapons</>
,470FB78E4EDEECB5ADDB8BA9C9A5C48F,<Header>Switch Lock On Targets</>
,6B4DB16A4BE22660EFC69FABB8D36CE9,<Header>Upgrading Equipment</>
,305CEE784A156C1C040F3D957BADA9F3,<IA_DownSkip/> Die and Revive 
,DDFC54A647E1138E13E1E0A6983D00C0,=======================
,7FD4F22C49CECD9CB19929B5BA913CC4,>
,9F05639341E338890613C0A3E677AFF2,A
,D660D54245B404A644D83C99A14D06CD,A
,D3D6EC034FF412D7BEF798908130F604,A Bounty for Death Knights
,3170E6FA459428B50E26E19460168498,A Bounty for Feral Vampires
,5CA41CC04D6CEB6154844C80259260E6,A Bounty for Undead Brutes
,FFEAA50B4D310F4DC86DD68392F01FB2,A Bounty for Undead Captains
,84BF294F405F5704E18716AE0B145622,A Corpse Bloom affected by residual cursed energy.
,679A1E4A46FAFB848BEB8796806CDFC9,"A calcified cluster of Anima, often mistaken for a simple stone. This rock brims with life in the hands of a Nephilim and seeps its essence into their soul.The calcification of Anima is a somber affair, only rested its fate by the hands of a Nephilim."
,906F153A419D32AB45A4F1B0E1B29883,A common curative.
,1694CA224216AA4831AB45BB85429CBD,"A little calcified cluster of Anima, often mistaken for a simple stone. This rock slowly brims with life in the hands of a Nephilim and seeps its essence into their soul. Its power is but an echo which remains unheard by most."
,D16A1D0148C6A17D3301CE8EB04E962A,A mighty artifact forged in secret
,AD96D63245B51B7B73BF81A3699BBF38,A new controller has been detected
,B71BEEF4451F6901373C4EA791B2A618,A objective description that tells the player what to do
,6E05DC404A90D657780F338DF08F6587,A objective description that tells the player what to do a bababa dada boop a loop with stuff
,F990A2A64898539417A0D2B2DFD77180,A pungent fruiting body that sprouts from the decomposing organic material that makes up the Hellgrowth. The alluring and bewitching fauna that emerges from the Hellgrowth is alien to the realm of the Eden. Proving itself invaluable as exotic alchemical ingredient.
,65188E5441B1DF6219B8F5B6ED37E314,A request to acquire purified demon blood for the Blacksmith
,3B4C3AB44CA9D9BBDE80DB980963C10A,A ring granting the Aegis of Frost and Guard of Grace boons.
,CCEBF03845068B1F3369D49C7CF95E56,A ring granting the Aegis of Frost boon.
,F85D36C44D1320A422ED949C5CA518B9,A ring granting the Brand of Judgement and Scorching Verdict boons.
,1012612444AAE9E85622678E5033C723,A ring granting the Brand of Judgement boon.
,DBED97F04A0CFBFEB0B6F6B8E63E62A0,A ring granting the Chalice of Conquest and Hunter's Strike boons.
,D91D13FD4997C43FACD113B904008C45,A ring granting the Divine Focus and Frostbrand Seal boons.
,0032A45B4292E080C24D489B1DADA140,A ring granting the Divine Focus boon.
,D095AEAA4C24399642E1B693517EC246,A ring granting the Hunter's Strike boon.
,B2EF18704A09FAC86A8238AB697F5DC7,A ring granting the Last Light
,4902B0B04B391A7DF761ABAB6C71A04C,A ring granting the Scorching Verdict boon.
,A73AD85D43D5C768C5287394BD36BC48,A ring granting the Seal of Flame and Scorching Verdict Boons.
,090988DE4045DF4D46FE9194A359B625,A ring granting the Seal of Flame and Seal of Blight boons.
,0BE32F8849C1BDB95335FC9C809547A3,A ring granting the Seal of Flame boon.
,464C7483470D7E652D06E8850FA169E5,A ring granting the Trial by Flame and Last Light boons.
,B55808C54C90C2C86FC6C4B00643C933,A ring granting the anointed instruments boon.
,07C7551C4DAEE720AFBDA79087BD61E0,A ring granting the boons of the Crimson Oath
,C959BB0741D8A7ECBD41C19526A89B0D,A ring granting the boons of the Haedrik Knight
,F6B99D3D43C370765D3C27A504076B73,A ring granting the boons of the Phoenix Paladin
,04A31C534BE3C1FDFFDE2FBE938788F4,A ring granting the chalice of conquest boon.
,8AB186C846D1C1F2CC1AB181261C1F6D,A ring granting the chalice of conquest boon.
,A702902542271498BF185D90FDFB30A0,A ring granting the crushing pressure boon.
,89EDEBCE43FC126FD659A38D5E7F75AF,A ring granting the death ward boon.
,4141A61E460B7BF5F2CCFB8C1EF806CE,A ring granting the frugal instruments boon.
,D9FE4204475B0219898250AFDE483DE7,A ring granting the guard of grace  boon.
,7363E89C410CF477502ACCA61F972C4D,A ring granting the heavenfire burst boon.
,E9345DAB4980B48BFC2718946AF3D131,A ring granting the longshot doctrine boon.
,28B6895B482BB8FA06AC0D9AF46B98AB,A ring granting the momentum charge boon.
,C80D453A4C6F33CD6383AE9528FB9C3E,A ring granting the oathbound arts boon.
,0031462F4DAF4C62D56F56A398EFA230,A ring granting the scorching charge boon.
,F44BD36B44D7C6E3005CC595FAB120FD,A ring granting the scorching verdict boon.
,32F69EE94E6839FCB9E95090B5C6FB60,A ring granting the smite the fallen boon.
,FBB36AFD469284C3768F2391EF3F1B6E,A ring granting the time warp boon.
,2462B9014DA198AB280D6695F5C78AAD,A ring granting the vigorous strikes boon.
,4F6BC17540B4E4F38381E7971D4201AF,A ring granting the zealot's pace boon.
,28C5C1F047881DC7BB5C7A89A25285D1,A scrap of heavily worn armor wrought useless. Can be used in crafting.
,E99DA074463480A82DAD749404680E4B,"A small calcified cluster of Anima, often mistaken for a simple stone. This tiny rock slowly brims with life in the hands of a Nephilim and seeps its essence into their soul. The calcification of Anima is a mysterious phenomenon that leaves one with an instinctual and indescribable dread."
,3B292CCF43C97578E70F82831B1CC6C5,A substantial amount of Sanctified Blood crystalized into a Crimson Tear. Can be used to expand the usage of a Nephilim's healing flask.
,51C48F3D4B6B341B4B18CFB3565A6ED9,A useless and unimplemented trinket
,CB2A43F841D19F93C14FAF83038FEE40,"A vial of ""Lunar Water"", used to restore one's link to magick. The transmutation of water into Mana at an altar is a sacred rite performed by Nephilim while they rest. As magicians exert their will, they strain their ability to continue performing magickal arts."
,6B2D414142FB9DBCFB9F8BA8F767D372,"A vial of ""Sanctified Blood"", designed to restore a Nephilim's wounds. The transmutation of blood at an altar is a sacred rite performed by Nephilim while they rest."
,1EAF4B174909B5A9ED976597578CC14A,"A warm calcified cluster of Anima, often kept as a charm or oddity by the untaught  . This rock brims with life in the hands of a Nephilim and seeps its essence into their soul. It leaves the Nephilim with an indescribable state of familiarity, which vanishes in a fleeting instant."
,37AA2BD54540639CE0B602A4A72F0CF3,ABC-123
,841B7D7F4794B367B92315AB04D01115,ABC1234
,96D9BEEF4F73AE36ADEDCE8BCD02E4A3,ABILITY LEVEL {al}
,22D0E4D240EDC1D64BFDFCA2BBB8DE0D,AEGIS
,D3C1E5B5431A8F0568573AAFE44AE91A,AEGIS
,DA9E589349046BD693E020941D720513,AI Cleared
,FB82F09744209C22C44D92874AE8E4DE,Abandon Run
,A7EB962C4BA23D94255B48ABC90FBB90,About ...
,CF4277E348EE71850F588187D985FB8C,About the document...
,AE996BAF472A56789A46B38CA40A77C9,Accept Friend Invite
,874A88B44AF93971DF765381B19C2D7A,Accept Party Invite
,59A4A7FE4C46B158433A6EA84811160D,Accessibility
,3E1742E14FD0E07C381BD4B1EC870297,Achievements
,3A26A9904F79D0C488EAF6B96739A6C1,Acquire Two Abraxas Stones to Unlock.
,01AC79814A32F249BBBF19AF348D326A,Action
,05E283814ECB4F945CC52D9DF18587C7,Action
,137E04CC45568DF53AE2D4A831DA4055,Action
,16939D8040E1B2C301614BBF3CC34A9F,Action
,1FF6B4B84558592800FDEEAC70D8C50D,Action
,4F802D1F41EAA8713C5F7EACC1E869E5,Action
,543616BC4445E68F460883A3F0F5FA82,Action
,5B5B372646336572165935BEC2DB2BC4,Action
,5CE07D0945FEA103E64713B80CD238B9,Action
,72CA82BC420DCE4D8A1EA194D3D99368,Action
,7907FD2F44C75AFE9FB11EAACD4E0F13,Action
,981457E6485C6CF21EA4EFB0511E7A06,Action
,A12C7AA043667292D3A9719C2E98375A,Action
,C436744F4AB160268D26528BE2E807B4,Action
,F67209B448C0178C950E158B0538E6A4,Action
,F6D9953249002620F47E87A3CA31AA9D,Action
,3D4BD5804A7B93C678DD57B33208E6BC,Action Text
,0D3320214E1D1D5547E24A8A035242A4,Active
,60AE36E141B9985FE7536985EE748EE1,Active
,08BF00D349BCCB01E8359D9568CC189C,Active Objective Text
,4CC47C6A40C5AA6A7C842FA7B067C24C,Active Objective Text
,6492C7D54634AB805AC134B4D91BACD1,Active Objective Text
,B7A2BFB44F3DAE7DB2D0A1BCCE2EF3C0,Active Objective Text
,BFFE13EB4957D7A1EA815A8884083DCE,Active Objective Text
,FE0C99BD48CB0867831E4E82F4F2F9CE,Active Objective Text
,625C54E04D46BCA44427EC8CF936DF95,Additional Experiences
,39C0E8B04B2206F7B244AB98CEFD1B1F,Additional starting life unlocked at Level 10
,0490FA8040D3A62D12F9B1BEB6F3DE00,Additional starting life unlocked at Level 15
,235D6EFB41420F6F54C2D4A612239993,Additional starting life unlocked at Level 15
,2FA46F8D41572C750FF45E993F7C23A2,Additional starting life unlocked at Level 15
,32C5C3A34A2ECADD07A3A3BD2C645E75,Additional starting life unlocked at Level 15
,5EAF73254AD80814E24407BA2706FC53,Additional starting life unlocked at Level 15
,D8C2354D48A0100F308B2782E89084D5,Additional starting life unlocked at Level 15
,BFD3B57D45EB7ACD04FD619857F9D043,Additional starting life unlocked at Level 5
,0D634275467429433C509B91FB67AD57,Adjust camera and aiming sensitivity.
,E5FD6394452C07295D7436B9222DF2E8,Adjust horizontal camera/aim sensitivity.
,D568E356495928FE32A87F8842B4E5C6,Adjust how transparent the subtitle background is.
,ABCA48CD4FA40A508F04DE91397073D7,Adjust movement sensitivity.
,AB12AC154A8CCBE4AEBC5C90AFA873BF,Adjust overall mouse movement sensitivity.
,A8E720D54556DE08EB2AEB9B898C1E75,Adjust preset graphics settings that control visual fidelity and performance.
,65F066ED4DC907CE6DCF27910E8756ED,Adjust the border style around subtitle text for readability.
,8F5A845945DD0DE5D6936C96EEFA2528,Adjust the game's brightness using the on-screen slider.
,454C0C1F4C3B13C492A1C2B15E1A7796,Adjust the intensity of the colorblind correction using the on-screen preview images.
,3600B1234D9B1D47ED5D2D82CDF1EF93,Adjust the motion blur effect when the camera moves. Higher quality mimics cinematic film.
,1DA8C951471728974DD36BA1035C9512,Adjust the size of UI text.
,821CE0354669CA07489E0A9E4276130D,Adjust vertical camera/aim sensitivity.
,772DB57C43610E1CE2109F8A19B5685E,Adjusts the loudness of all audio during fullscreen videos and cutscenes.
,ADEA11C5437CBE4C32D9958743E8C259,"Adjusts the loudness of all sound effects in the game, but not music, voice, or videos."
,B0C21A6647B439C0CC486A822D4840C0,Adjusts the loudness of environmental ambient sounds in game.
,699BB7E1469F01744EAFF3A459EC8E3F,"Adjusts the loudness of general gameplay sounds, but not environmental ambience or UI."
,6537F30149CB14CB65967F9C0A48C49E,Adjusts the loudness of music in game.
,0842A72B49164EBAE86B499CF1BD9270,Adjusts the loudness of spoken languages in game.
,14F8E2174B8269587899E3B6AB4F9982,Adjusts the loudness of the entire game.
,B004648346B2DE4CFE504788104E4320,"Adjusts the loudness of user interface sounds, menu interactions, and button clicks in game."
,02B5C7DF4A87A9896BB7D5AB358F5719,Adjusts the quality of particle effects and in-game lighting. Higher settings may reduce performance.
,596F5DCC4630CF2E6A4B87BA68C52F88,Advanced
,3B1B77B748A0E15FB54FC88F00922C46,Advanced settings for tuning upscaling and various other rendering features
,3EC284A94DA93192945A06A0BE78F1FC,Aegis
,3F29977441231486CB85528B55A7DE04,Aegis Angel Unlocked
,6E0AA7CA42ED0A04581AE9BD295A449E,Aetheral Ashes
,8B1052E44860AFF1974748B1C903FD3B,"Ah!  I see you're interested in my more rarified stock.  These are deadly, bloody knives, and if you fell your foe quick enough you can snatch one back to throw again!"
,9CA89EC847DD8CCB4B380DA60F06366E,"Ah!  I see you're interested in my more rarified stock.  These are deadly, bloody knives, and if you fell your foe quick enough you can snatch one back to throw again!"
,1BDBB97F4F334E6E34DC768657AB93A8,Akyreon's Tongue Unlocked!
